EffectiveDate,TariffRateType,ExpiryDate,RateTier,BPDMin,BPDMax,Origin,Destination,Rate,SourcePage
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations Located in Payne County, OK",244.01,n/a,9
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Incentive Rate,270.00,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,n/a,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,260.00,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,n/a,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,250.00,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,n/a,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Incentive Rate,255.00,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,n/a,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,245.00,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,n/a,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,192.00,10
"December 1, 2025",CONTRACT VOLUME INCENTIVE RATES,,,0,2,"Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,n/a,10
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","Sterling Located in Logan County, CO",N/A,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PXP Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Eighty Eight Oil Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey PRG Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey Sinclair Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","Sterling Located in Logan County, CO",0.050%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Guernsey HH Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","Sterling Located in Logan County, CO",N/A,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","Augusta Located in Butler County, KS (El Dorado)",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","McPherson Located in McPherson County, KS",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","P66 Ponca City Located in Kay County, OK",0.150%,12
"December 1, 2025",PLA RATES,,,0,2,"Sterling Located in Logan County, CO","Various Cushing Destinations Located in Payne County, OK",0.150%,12
