Pipeline Name,PointfOrigin,PointOfDestination,LiquidTariffNumber,Effective Date,End Date,TariffStatus,RateTier,RateType,TermYear,MinBPD,MaxBPD,AcreageDedicationMinAcres,AcreageDedicationMaxAcres,LiquidRateCentsPerBbl,SurchargeCentsPerBbl,LiquidFuelType
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Carpenter Located in Laramie County, WY","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Carpenter Located in Laramie County, WY","Various Cushing Destinations Located in Payne County, OK3",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Platteville Located in Weld County, CO","Pawnee Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Platteville Located in Weld County, CO","Buckingham Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Platteville Located in Weld County, CO","Augusta Located in Butler County, KS (El Dorado)2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Platteville Located in Weld County, CO","McPherson Located in McPherson County, KS2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Platteville Located in Weld County, CO","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Platteville Located in Weld County, CO","Various Cushing Destinations Located in Payne County, OK3",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Buckingham Located in Weld County, CO","Pawnee Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Buckingham Located in Weld County, CO","Buckingham Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Buckingham Located in Weld County, CO","Augusta Located in Butler County, KS (El Dorado)2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Buckingham Located in Weld County, CO","McPherson Located in McPherson County, KS2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Buckingham Located in Weld County, CO","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Buckingham Located in Weld County, CO","Various Cushing Destinations Located in Payne County, OK3",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Pawnee Located in Weld County, CO","Pawnee Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Pawnee Located in Weld County, CO","Buckingham Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Pawnee Located in Weld County, CO","Augusta Located in Butler County, KS (El Dorado)2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Pawnee Located in Weld County, CO","McPherson Located in McPherson County, KS2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Pawnee Located in Weld County, CO","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Pawnee Located in Weld County, CO","Various Cushing Destinations Located in Payne County, OK3",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Hereford Located in Weld County, CO","Pawnee Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Hereford Located in Weld County, CO","Buckingham Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Hereford Located in Weld County, CO","Augusta Located in Butler County, KS (El Dorado)2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Hereford Located in Weld County, CO","McPherson Located in McPherson County, KS2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Hereford Located in Weld County, CO","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Hereford Located in Weld County, CO","Various Cushing Destinations Located in Payne County, OK3",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Sterling Located in Logan County, CO","Pawnee Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Sterling Located in Logan County, CO","Buckingham Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Sterling Located in Logan County, CO","Augusta Located in Butler County, KS (El Dorado)2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Sterling Located in Logan County, CO","McPherson Located in McPherson County, KS2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Sterling Located in Logan County, CO","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Sterling Located in Logan County, CO","Various Cushing Destinations Located in Payne County, OK3",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,282.71,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Natoma Located in Rooks County, KS","Pawnee Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Natoma Located in Rooks County, KS","Buckingham Located in Weld County, CO",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Natoma Located in Rooks County, KS","Augusta Located in Butler County, KS (El Dorado)2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Natoma Located in Rooks County, KS","McPherson Located in McPherson County, KS2",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,N/A,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Natoma Located in Rooks County, KS","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,166.03,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Natoma Located in Rooks County, KS","Various Cushing Destinations Located in Payne County, OK3",,01-12-2025,,Effective,,NON-CONTRACT LINE FILL RETURN RATES,,,,,,166.03,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","McPherson Located in McPherson County, KS2",515.26,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,0,12999,,,515.26,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","McPherson Located in McPherson County, KS2",515.26,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,13000,,,,515.26,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","McPherson Located in McPherson County, KS2",361.07,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,0,12999,,,361.07,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","McPherson Located in McPherson County, KS2",361.07,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,13000,,,,361.07,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","P66 Ponca City Located in Kay County, OK",515.26,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,0,12999,,,515.26,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","P66 Ponca City Located in Kay County, OK",515.26,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,13000,,,,515.26,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","P66 Ponca City Located in Kay County, OK",361.07,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,0,12999,,,361.07,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","P66 Ponca City Located in Kay County, OK",361.07,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,13000,,,,361.07,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations Located in Payne County, OK3",515.26,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,0,12999,,,518.32,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations Located in Payne County, OK3",515.26,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,13000,,,,518.32,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations Located in Payne County, OK3",361.07,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,0,12999,,,364.13,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations Located in Payne County, OK3",361.07,,01-12-2025,28-02-2026,Effective,"['Rate Tier 1', 'Rate Tier 2']",NON-CONTRACT RATES TEMPORARY VOLUME INCENTIVE RATES,,13000,,,,364.13,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","10,000 BPD","McPherson Located in McPherson County, KS",,01-12-2025,,Effective,,CONTRACT RATES,,3000,4999,,,249.894,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","10,000 BPD","McPherson Located in McPherson County, KS",,01-12-2025,,Effective,,CONTRACT RATES,,0,15000,,,249.894,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","10,000 BPD","McPherson Located in McPherson County, KS",,01-12-2025,,Effective,,CONTRACT RATES,,13000,,,,249.894,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Augusta Located in Butler County, KS (El Dorado)",387.47,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,,,,,339.78,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Augusta Located in Butler County, KS (El Dorado)",262.29,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,,,,,214.60,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentive Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,270.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentive Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,270.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentive Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,270.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentive Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,270.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentive Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,270.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentive Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,270.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,260.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,260.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,260.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,260.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,260.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,260.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,250.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,250.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,250.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,250.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,250.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Incentiv e Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,250.00,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,5000,11999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,12000,23999,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Various Cushing Destinations located in Payne County, OK",Secondary Origin Barrel Rate,,01-12-2025,,Effective,,CONTRACT VOLUME INCENTIVE RATES,,24000,,,,n/a,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PXP Located in Platte County, WY","Sterling Located in Logan County, CO",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.050%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PXP Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PXP Located in Platte County, WY","McPherson Located in McPherson County, KS",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PXP Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PXP Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Eighty Eight Oil Located in Platte County, WY","Sterling Located in Logan County, CO",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.050%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Eighty Eight Oil Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Eighty Eight Oil Located in Platte County, WY","McPherson Located in McPherson County, KS",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Eighty Eight Oil Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Eighty Eight Oil Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PRG Located in Platte County, WY","Sterling Located in Logan County, CO",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.050%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PRG Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PRG Located in Platte County, WY","McPherson Located in McPherson County, KS",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PRG Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey PRG Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Sinclair Located in Platte County, WY","Sterling Located in Logan County, CO",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.050%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Sinclair Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Sinclair Located in Platte County, WY","McPherson Located in McPherson County, KS",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Sinclair Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey Sinclair Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey HH Located in Platte County, WY","Sterling Located in Logan County, CO",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.050%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey HH Located in Platte County, WY","Augusta Located in Butler County, KS (El Dorado)",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey HH Located in Platte County, WY","McPherson Located in McPherson County, KS",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey HH Located in Platte County, WY","P66 Ponca City Located in Kay County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
"TALLGRASS PONY EXPRESS PIPELINE, LLC","Guernsey HH Located in Platte County, WY","Various Cushing Destinations Located in Payne County, OK",,01-12-2025,,Effective,,PLA RATES and ORIGIN/DESTINATION GRADE PAIRS,,,,,,0.150%,,Crude
